pkSeqID,proto,saddr,sport,daddr,dport,seq,stddev,N_IN_Conn_P_SrcIP,min,state_number,mean,N_IN_Conn_P_DstIP,drate,srate,max,attack,category,subcategory
3577318,udp,192.168.100.3,17795,205.251.195.185,53,3726,0.0,74,0.280261,2,0.280261,1,0.0,0.0,0.280261,0,Normal,Normal
600540,tcp,192.168.100.149,60855,192.168.100.5,80,74759,0.0,100,0.0,3,0.0,100,0.0,0.0543429999999999,0.0,1,DoS,TCP
3576909,udp,192.168.100.150,56155,255.255.255.255,3289,4081,0.0,14,0.0,4,0.0,2,0.0,0.0,0.0,0,Normal,Normal
2843935,udp,192.168.100.149,45410,192.168.100.3,80,215318,1.7109849999999998,100,0.0,4,2.336489,100,0.0,0.4508529999999999,4.049543,1,DDoS,UDP
2602483,tcp,192.168.100.147,44591,192.168.100.3,80,164796,0.0,82,0.0,3,0.0,100,0.0,0.070844,0.0,1,DDoS,TCP
119910,tcp,192.168.100.149,24256,192.168.100.5,80,118433,0.029204,39,0.0,3,0.016861,39,0.0,0.107457,0.067444,1,DoS,TCP
3577223,udp,192.168.100.27,58999,192.168.100.1,53,17094,0.0,4,0.180937,2,0.180937,10,0.0,0.0,0.180937,0,Normal,Normal
3576936,tcp,192.168.100.3,56312,52.35.35.13,443,6765,0.331883,20,0.15452,6,0.292655,1,0.210558,0.275345,1.105515,0,Normal,Normal
1341748,udp,192.168.100.148,2980,192.168.100.6,80,200159,2.036696,100,0.0,4,2.03665,100,0.0,0.178801,4.092655000000001,1,DoS,UDP
2321363,tcp,192.168.100.148,21160,192.168.100.3,80,145823,1.54101,70,0.0,3,2.174801,100,0.0,0.310465,3.383632,1,DDoS,TCP
819872,udp,192.168.100.149,40802,192.168.100.5,80,202595,2.108242,100,0.0,4,2.107246,100,0.0,0.2150889999999999,4.306096,1,DoS,UDP
3577149,udp,192.168.100.150,35242,192.168.217.2,53,31699,0.0,18,0.0,4,0.0,18,0.0,0.399848,0.0,0,Normal,Normal
1504830,udp,192.168.100.148,58330,192.168.100.6,80,101087,1.745595,100,0.0,4,3.022843,100,0.0,0.247704,4.08045,1,DoS,UDP
955880,udp,192.168.100.150,46496,192.168.100.3,80,76446,1.794746,100,0.0,4,3.589458,100,0.0,0.446802,4.49461,1,DoS,UDP
1556675,udp,192.168.100.148,8134,192.168.100.6,80,152932,1.742113,100,0.0,4,3.0172,100,0.0,0.239048,4.049513,1,DoS,UDP
2633517,udp,192.168.100.147,6840,192.168.100.3,80,4900,1.7361490000000002,100,0.0,4,3.0070650000000003,100,0.0,0.8380040000000001,4.022469,1,DDoS,UDP
3576903,arp,192.168.100.147,-1,192.168.100.1,-1,3081,1.9e-05,12,0.000127,2,0.000144,7,0.001734,0.001734,0.0001699999999999,0,Normal,Normal
3602020,icmp,192.168.100.3,0x0303,192.168.100.150,0x6e8d,6938,0.0,43,0.0,5,0.0,11,0.0,0.0,0.0,1,Reconnaissance,Service_Scan
1604491,udp,192.168.100.147,8104,192.168.100.7,80,200749,0.513421,100,3.625509,4,3.933338,100,0.0,0.274967,4.822504,1,DoS,UDP
347728,tcp,192.168.100.148,63495,192.168.100.6,80,84098,0.009445,100,0.0,3,0.004723,100,0.0,0.164102,0.023613,1,DoS,TCP
3577252,udp,192.168.100.150,60153,8.8.8.8,53,26961,0.0,11,0.007359,2,0.007359,15,0.0,0.0,0.007359,0,Normal,Normal
3576968,udp,192.168.100.150,32985,224.0.0.251,5353,14562,0.0,14,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
3576946,udp,192.168.100.5,5353,224.0.0.251,5353,9640,0.0,7,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
1795904,tcp,192.168.100.148,40577,192.168.100.3,80,144663,0.0,99,0.0,3,0.0,100,0.0,0.104877,0.0,1,DDoS,TCP
3577157,udp,192.168.100.148,41936,27.124.125.250,123,32809,0.0,14,0.048447,2,0.048447,2,0.0,0.0,0.048447,0,Normal,Normal
3577170,udp,192.168.100.7,365,192.168.100.3,565,6,0.0111069999999999,3,4.899937,4,4.917745,7,0.0,10.963354,4.999032,0,Normal,Normal
3577245,udp,192.168.100.147,60219,192.168.217.2,53,22262,0.0,11,0.0,4,0.0,20,0.0,0.399838,0.0,0,Normal,Normal
3577239,udp,192.168.100.148,52476,8.8.8.8,53,19003,0.0,20,0.007767,2,0.007767,15,0.0,0.0,0.007767,0,Normal,Normal
3577305,udp,192.168.100.3,51163,199.19.57.1,53,3708,0.0,74,0.2149,2,0.2149,4,0.0,0.0,0.2149,0,Normal,Normal
3577163,udp,192.168.100.4,40253,91.189.91.157,123,33724,0.0,7,0.219862,2,0.219862,1,0.0,0.0,0.219862,0,Normal,Normal
3576897,udp,192.168.100.148,36138,192.168.217.2,53,63,0.0,63,0.0,4,0.0,4,0.0,0.399805,0.0,0,Normal,Normal
3577067,tcp,192.168.100.148,53060,52.11.124.117,443,5426,0.0,10,1.525284,6,1.525284,4,9.834234,10.489849,1.525284,0,Normal,Normal
3577253,udp,192.168.100.148,55090,192.168.217.2,53,26976,0.0,20,0.0,4,0.0,20,0.0,0.4000039999999999,0.0,0,Normal,Normal
3577327,udp,192.168.100.3,31685,205.251.196.32,53,3735,0.0,74,0.009492,2,0.009492,2,0.0,0.0,0.009492,0,Normal,Normal
144987,tcp,192.168.100.149,31098,192.168.100.5,80,143510,0.040609,100,0.0,1,0.023445,100,0.0,0.1102359999999999,0.093782,1,DoS,TCP
3577108,udp,fe80::250:56ff:febe:254,8612,ff02::1,8612,14265,0.0,2,0.010028,4,0.010028,2,0.0,99.720779,0.010028,0,Normal,Normal
1120405,udp,192.168.100.149,49729,192.168.100.5,80,240972,1.779416,100,0.0,4,3.081734,100,0.0,0.230906,4.143686,1,DoS,UDP
3289674,udp,192.168.100.150,58011,192.168.100.3,80,136746,1.92934,40,0.0,4,2.728372,100,0.0,0.4906069999999999,4.115318,1,DDoS,UDP
3577338,udp,192.168.100.3,24682,192.41.162.30,53,3768,0.0,74,0.169106,2,0.169106,4,0.0,0.0,0.169106,0,Normal,Normal
3577350,udp,192.168.100.3,26098,205.251.198.91,53,3787,0.0,74,0.3422719999999999,2,0.3422719999999999,4,0.0,0.0,0.3422719999999999,0,Normal,Normal
1345690,udp,192.168.100.149,12160,192.168.100.5,80,204101,1.7707099999999998,100,0.0,4,2.142943,100,0.0,0.231958,4.068022,1,DoS,UDP
1110468,udp,192.168.100.147,27805,192.168.100.7,80,231034,0.5319699999999999,33,2.540392,4,2.846215,33,0.0,0.406312,3.909294,1,DoS,UDP
3577061,udp,192.168.100.149,41708,27.124.125.250,123,5411,0.0,12,0.04841,2,0.04841,4,0.0,0.0,0.04841,0,Normal,Normal
1623678,udp,192.168.100.147,16539,192.168.100.7,80,219936,1.57188,100,0.0,4,2.722507,100,0.0,0.290823,3.644087,1,DoS,UDP
454890,tcp,192.168.100.148,38033,192.168.100.6,80,191261,0.095758,33,0.0,1,0.070875,33,0.054234,0.127335,0.241114,1,DoS,TCP
106037,tcp,192.168.100.150,16132,192.168.100.3,80,104560,0.039719,76,0.073364,1,0.1130819999999999,76,0.038398,0.114523,0.152801,1,DoS,TCP
183260,tcp,192.168.100.147,64189,192.168.100.7,80,181783,0.0,100,0.0,3,0.0,100,0.0,0.126318,0.0,1,DoS,TCP
3577048,udp,192.168.100.3,20603,205.251.195.97,53,4028,0.0,23,0.283312,2,0.283312,1,0.0,0.0,0.283312,0,Normal,Normal
3577133,udp,192.168.100.150,37178,192.168.217.2,53,23486,0.0,18,0.0,4,0.0,18,0.0,0.399864,0.0,0,Normal,Normal
460777,tcp,192.168.100.148,39831,192.168.100.6,80,197148,0.062434,81,0.0,3,0.031217,81,0.0,0.126372,0.156084,1,DoS,TCP
1127689,udp,192.168.100.149,53427,192.168.100.5,80,248256,0.020511,88,4.066602,4,4.094767,88,0.0,0.243415,4.11502,1,DoS,UDP
3577260,udp,192.168.100.148,58337,224.0.0.251,5353,1787,0.0,20,0.0,4,0.0,8,0.0,0.0,0.0,0,Normal,Normal
3576959,udp,192.168.100.150,33816,224.0.0.251,5353,14536,0.0,14,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
3576998,tcp,192.168.100.46,80,192.168.100.5,80,2,0.007897,6,4.946117,2,4.96171,7,0.0,17.942684,4.9980150000000005,0,Normal,Normal
2411586,tcp,192.168.100.148,45218,192.168.100.3,80,236046,0.113971,75,3.09888,3,3.212851,100,0.0,0.3145139999999999,3.326822,1,DDoS,TCP
2420354,tcp,192.168.100.148,47421,192.168.100.3,80,244814,0.025004,100,3.157138,3,3.182142,100,0.0,0.317336,3.207147,1,DDoS,TCP
3577275,udp,192.168.100.3,62980,192.203.230.10,53,3653,0.0,29,0.015835,2,0.015835,2,0.0,0.0,0.015835,0,Normal,Normal
3576989,udp,192.168.100.27,5353,224.0.0.251,5353,23867,0.0,2,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
3576999,udp,192.168.100.27,58999,192.168.100.1,53,581,0.0,2,0.144049,2,0.144049,7,0.0,0.0,0.144049,0,Normal,Normal
3577302,udp,192.168.100.3,44709,192.5.5.241,53,3701,0.0,74,0.02841,2,0.02841,3,0.0,0.0,0.02841,0,Normal,Normal
3577308,udp,192.168.100.3,43845,205.251.194.86,53,3713,0.0,74,0.288394,2,0.288394,2,0.0,0.0,0.288394,0,Normal,Normal
3577294,udp,192.168.100.3,7938,192.41.162.30,53,3686,0.0,29,0.1665,2,0.1665,1,0.0,0.0,0.1665,0,Normal,Normal
3576977,udp,192.168.100.148,42395,192.168.217.2,53,14622,0.0,12,0.0,4,0.0,8,0.0,0.39981,0.0,0,Normal,Normal
2273886,tcp,192.168.100.148,2043,192.168.100.3,80,98345,1.5831540000000002,100,0.0,3,2.233637,100,0.0,0.305713,3.4835480000000003,1,DDoS,TCP
3576974,udp,192.168.100.150,57854,192.168.217.2,53,14578,0.0,14,0.0,4,0.0,8,0.0,0.399821,0.0,0,Normal,Normal
3577221,udp,192.168.100.150,37233,27.124.125.250,123,12647,0.0,11,0.048457,2,0.048457,3,0.0,0.0,0.048457,0,Normal,Normal
3312720,udp,192.168.100.148,6070,192.168.100.3,80,159792,0.645853,100,2.770956,4,3.683467,100,0.0,0.652469,4.174046,1,DDoS,UDP
3068620,udp,192.168.100.147,37199,192.168.100.3,80,177842,1.211121,34,1.964178,4,3.580914,100,0.0,0.951894,4.879023,1,DDoS,UDP
24937,tcp,192.168.100.147,20342,192.168.100.7,80,23460,0.0,58,0.0,3,0.0,58,0.0,0.095333,0.0,1,DoS,TCP
2512778,tcp,192.168.100.147,8470,192.168.100.3,80,75090,2.185975,100,0.0,1,1.545718,100,0.0,0.110675,4.637153,1,DDoS,TCP
2338114,tcp,192.168.100.147,12544,192.168.100.3,80,162574,1.467515,27,0.0,1,2.074852,100,0.0,0.402809,3.152798,1,DDoS,TCP
2036272,tcp,192.168.100.148,15221,192.168.100.3,80,122878,1.967259,100,0.0,1,2.716699,100,0.0,0.337381,4.59449,1,DDoS,TCP
3576979,udp,192.168.100.150,49402,8.8.8.8,53,14639,0.0,14,0.007175,2,0.007175,10,0.0,0.0,0.007175,0,Normal,Normal
3576896,udp,192.168.100.150,57950,8.8.8.8,53,107,0.0,3,0.007523,2,0.007523,2,0.0,0.0,0.007523,0,Normal,Normal
3577281,udp,192.168.100.3,36968,192.33.14.30,53,3666,0.0,29,0.010919,2,0.010919,2,0.0,0.0,0.010919,0,Normal,Normal
1323636,udp,192.168.100.150,6732,192.168.100.3,80,182047,1.75408,100,0.0,4,3.061728,100,0.0,0.469077,4.92186,1,DoS,UDP
3576928,udp,192.168.100.3,13392,205.251.194.167,53,6741,0.0,20,0.27849,2,0.27849,1,0.0,0.0,0.27849,0,Normal,Normal
3576927,udp,192.168.100.3,15726,184.85.248.65,53,6740,0.0,20,0.2158909999999999,2,0.2158909999999999,1,0.0,0.0,0.2158909999999999,0,Normal,Normal
3577214,ipv6-icmp,fe80::250:56ff:febe:bf1a,133,ff02::2,0,8507,0.0,1,0.0,8,0.0,3,0.0,0.0,0.0,0,Normal,Normal
3577052,udp,192.168.100.3,65034,192.35.51.30,53,4035,0.0,23,0.164684,2,0.164684,1,0.0,0.0,0.164684,0,Normal,Normal
3577332,udp,192.168.100.3,24846,205.251.193.2,53,3759,0.0,74,0.2985219999999999,2,0.2985219999999999,2,0.0,0.0,0.2985219999999999,0,Normal,Normal
477097,tcp,192.168.100.150,47114,192.168.100.3,80,213468,0.003176,100,0.141823,1,0.144998,100,0.035792,0.107377,0.148174,1,DoS,TCP
3076054,udp,192.168.100.148,29941,192.168.100.3,80,185276,0.640299,49,2.749653,4,3.65517,100,0.0,0.7296090000000001,4.109827,1,DDoS,UDP
1074589,udp,192.168.100.150,25116,192.168.100.3,80,195155,0.035781,100,4.419129,4,4.478703,100,0.0,0.446531,4.511557,1,DoS,UDP
3576985,arp,192.168.100.1,-1,192.168.100.5,-1,22200,0.0,3,0.000134,2,0.000134,7,0.0,0.0,0.000134,0,Normal,Normal
3577311,udp,192.168.100.3,61382,192.12.94.30,53,3717,0.0,74,0.166266,2,0.166266,4,0.0,0.0,0.166266,0,Normal,Normal
3577063,arp,192.168.100.149,-1,192.168.100.1,-1,5420,2.4e-05,12,3.2e-05,2,7.3e-05,12,0.003524,0.003524,9.1e-05,0,Normal,Normal
3577329,udp,192.168.100.3,8277,198.41.0.4,53,3737,0.0,74,0.173872,2,0.173872,1,0.0,0.0,0.173872,0,Normal,Normal
3577301,udp,192.168.100.3,47904,192.5.5.241,53,3700,0.0,74,0.0282279999999999,2,0.0282279999999999,3,0.0,0.0,0.0282279999999999,0,Normal,Normal
1209157,udp,192.168.100.147,19330,192.168.100.7,80,67568,0.275317,100,3.623238,4,3.861471,100,0.0,0.216517,4.310121,1,DoS,UDP
1991102,tcp,192.168.100.149,45315,192.168.100.3,80,77708,1.918579,100,0.0,3,2.712572,100,0.0,0.251658,4.122588,1,DDoS,TCP
2952960,udp,192.168.100.149,23990,192.168.100.3,80,62182,0.95131,43,2.036982,4,3.382327,100,0.0,0.493172,4.059779,1,DDoS,UDP
3577062,arp,192.168.100.1,-1,192.168.100.149,-1,5412,0.0,6,0.000111,2,0.000111,1,0.0,0.0,0.000111,0,Normal,Normal
3577280,udp,192.168.100.3,40330,192.33.14.30,53,3665,0.0,29,0.011125,2,0.011125,2,0.0,0.0,0.011125,0,Normal,Normal
608780,tcp,192.168.100.150,10441,192.168.100.3,80,82999,0.026269,54,0.105464,1,0.138116,54,0.040226,0.100566,0.169788,1,DoS,TCP
1398050,udp,192.168.100.149,45225,192.168.100.5,80,256462,1.460505,100,0.0,4,2.522914,100,0.0,0.257108,3.537752,1,DoS,UDP
2428334,tcp,192.168.100.149,63219,192.168.100.3,80,252794,0.0133009999999999,58,3.608205,1,3.621539,100,0.0,0.370803,3.634872,1,DDoS,TCP
3577268,udp,192.168.100.46,80,192.168.100.5,80,1,0.268895,3,0.999546,4,4.93893,3,0.0,20.16156,4.999994999999999,0,Normal,Normal
3577142,udp,192.168.100.149,34540,192.168.217.2,53,27531,0.0,14,0.0,4,0.0,18,0.0,0.399841,0.0,0,Normal,Normal
2064468,tcp,192.168.100.147,49580,192.168.100.3,80,151074,1.7012060000000002,100,0.0,3,2.405163,100,0.0,0.290303,3.658226,1,DDoS,TCP
3577220,udp,192.168.100.148,56984,27.124.125.250,123,12642,0.0,20,0.04829,2,0.04829,3,0.0,0.0,0.04829,0,Normal,Normal
430250,tcp,192.168.100.148,30478,192.168.100.6,80,166621,0.0947,95,0.0,1,0.055267,95,0.041157,0.131984,0.242886,1,DoS,TCP
3576900,udp,192.168.100.147,43735,192.168.217.2,53,106,0.0,1,0.0,4,0.0,4,0.0,0.399839,0.0,0,Normal,Normal
3576888,arp,192.168.100.4,-1,192.168.100.7,-1,12,2.2e-05,1,0.000199,2,0.0002379999999999,1,0.002751,0.002751,0.000261,0,Normal,Normal
1661879,tcp,192.168.100.148,4465,192.168.100.3,80,10638,0.0,75,0.0,3,0.0,100,0.0,0.103594,0.0,1,DDoS,TCP
3577141,udp,192.168.100.150,59372,192.168.217.2,53,27518,0.0,18,0.0,4,0.0,18,0.0,0.39983,0.0,0,Normal,Normal
3537062,udp,192.168.100.147,36727,192.168.100.3,80,121981,1.874524,82,0.98649,4,3.637389,100,0.0,1.005549,4.980474,1,DDoS,UDP
2108447,tcp,192.168.100.150,57470,192.168.100.3,80,195053,2.002601,100,0.0,3,2.002601,100,0.0,0.139122,4.005203,1,DDoS,TCP
1623877,udp,192.168.100.149,15354,192.168.100.5,80,220135,1.708189,100,0.0,4,2.810926,100,0.0,0.278937,4.618044,1,DoS,UDP
1356849,udp,192.168.100.150,18720,192.168.100.3,80,215260,1.7434009999999998,56,0.0,4,3.030337,56,0.0,0.4882,4.924225,1,DoS,UDP
3577278,udp,192.168.100.3,10538,96.7.49.66,53,3661,0.0,29,0.315784,2,0.315784,1,0.0,0.0,0.315784,0,Normal,Normal
3577107,udp,192.168.100.150,8612,192.168.100.255,8610,14264,0.0,18,0.0101,4,0.0101,4,0.0,99.009903,0.0101,0,Normal,Normal
3577064,udp,192.168.100.149,57424,8.8.8.8,53,5421,0.060596,12,0.158806,2,0.2194019999999999,14,8.067965,362.97641,0.279998,0,Normal,Normal
3577174,arp,192.168.100.1,-1,192.168.100.3,-1,2492,6e-06,3,4.6e-05,2,5.2e-05,7,0.0008349999999999,0.0008349999999999,5.8e-05,0,Normal,Normal
3307400,udp,192.168.100.148,1843,192.168.100.3,80,154472,0.6428510000000001,90,2.7759270000000003,4,3.684149,100,0.0,0.724831,4.173401,1,DDoS,UDP
3577209,udp,192.168.100.150,50684,8.8.8.8,53,5338,0.0,11,0.0074459999999999,2,0.0074459999999999,15,0.0,0.0,0.0074459999999999,0,Normal,Normal
320342,tcp,192.168.100.147,64219,192.168.100.7,80,56712,0.0,68,0.0,3,0.0,68,0.0,0.115975,0.0,1,DoS,TCP
3576894,arp,192.168.100.150,-1,192.168.100.1,-1,65,1.4e-05,3,7.5e-05,2,9.1e-05,4,0.001736,0.001736,0.000109,0,Normal,Normal
3577134,udp,192.168.100.149,56469,192.168.217.2,53,23492,0.0,14,0.0,4,0.0,18,0.0,0.399819,0.0,0,Normal,Normal
3576907,udp,fe80::250:56ff:febe:254,8612,ff02::1,8610,3085,0.0,2,0.010023,4,0.010023,2,0.0,99.770531,0.010023,0,Normal,Normal
3577241,udp,192.168.100.150,39229,192.168.217.2,53,22254,0.0,11,0.0,4,0.0,20,0.0,0.399835,0.0,0,Normal,Normal
3577106,udp,192.168.100.150,8612,192.168.100.255,8612,14263,0.0,18,0.010097,4,0.010097,4,0.0,99.039322,0.010097,0,Normal,Normal
2451307,tcp,192.168.100.148,47449,192.168.100.3,80,13618,1.292174,100,0.0,1,1.292174,100,0.0,0.206456,2.584347,1,DDoS,TCP
469806,tcp,192.168.100.149,52344,192.168.100.5,80,206177,2.134179,100,0.0,3,1.509093,100,0.0,0.127317,4.527278,1,DoS,TCP
2222412,tcp,192.168.100.147,46802,192.168.100.3,80,46871,1.310454,100,0.0,1,2.267814,100,0.0,0.405804,3.109992,1,DDoS,TCP
86896,tcp,192.168.100.147,39340,192.168.100.7,80,85419,0.0,100,0.0,3,0.0,100,0.0,0.125659,0.0,1,DoS,TCP
3577225,udp,192.168.100.4,56155,91.189.91.157,123,17111,0.0,3,0.219518,2,0.219518,1,0.0,0.0,0.219518,0,Normal,Normal
3577316,udp,192.168.100.3,30179,199.19.57.1,53,3724,0.0,74,0.2149449999999999,2,0.2149449999999999,4,0.0,0.0,0.2149449999999999,0,Normal,Normal
3277762,udp,192.168.100.147,33473,192.168.100.3,80,124834,0.821586,100,2.983874,4,3.989425,100,0.0,1.002592,4.996341,1,DDoS,UDP
626981,udp,192.168.100.147,12568,192.168.100.7,80,9704,1.244781,100,0.0,4,1.7590259999999998,100,0.0,0.306534,2.718332,1,DoS,UDP
1991894,tcp,192.168.100.150,32138,192.168.100.3,80,78500,0.203147,57,4.022954,1,4.226107,100,0.0,0.273829,4.429259,1,DDoS,TCP
3577088,udp,192.168.100.147,58421,8.8.8.8,53,10606,0.069088,6,0.219617,2,0.288704,14,7.236885000000001,166666.65625,0.357792,0,Normal,Normal
185743,tcp,192.168.100.150,32281,192.168.100.3,80,184266,0.0,44,0.096842,1,0.096842,44,0.0,10.326098,0.096842,1,DoS,TCP
3577330,udp,192.168.100.3,50452,192.55.83.30,53,3743,0.0,74,0.167449,2,0.167449,1,0.0,0.0,0.167449,0,Normal,Normal
3577122,udp,192.168.100.27,68,192.168.100.1,67,18542,0.0,2,0.001609,2,0.001609,4,0.0,0.0,0.001609,0,Normal,Normal
3576978,udp,192.168.100.147,46227,224.0.0.251,5353,14624,0.0,12,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
2752904,udp,192.168.100.148,41572,192.168.100.3,80,124287,0.8434870000000001,100,2.761445,4,3.89626,100,0.0,0.6229859999999999,4.782025,1,DDoS,UDP
81102,tcp,192.168.100.149,13702,192.168.100.5,80,79625,0.0,31,0.0,3,0.0,31,0.0,0.10497,0.0,1,DoS,TCP
1998406,tcp,192.168.100.148,63844,192.168.100.3,80,85012,1.67167,49,0.0,3,1.182049,100,0.0,0.203852,3.5461480000000005,1,DDoS,TCP
891955,udp,192.168.100.147,34485,192.168.100.7,80,12521,0.4544289999999999,100,1.366488,4,2.382193,100,0.0,0.404683,2.603661,1,DoS,UDP
3577169,udp,192.168.100.46,80,192.168.100.5,80,5,0.0075439999999999,3,4.950444,4,4.966808,3,0.0,19.93346,4.997833,0,Normal,Normal
3577069,tcp,192.168.100.150,60168,52.11.124.117,443,5429,0.0,14,0.873009,6,0.873009,4,16.036489000000003,17.181953,0.873009,0,Normal,Normal
3041893,udp,192.168.100.147,26574,192.168.100.3,80,151115,1.368274,100,1.975005,4,3.910028,100,0.0,1.02494,4.8831,1,DDoS,UDP
2500435,tcp,192.168.100.147,376,192.168.100.3,80,62747,1.28016,100,0.0,3,1.28016,100,0.0,0.05819,2.56032,1,DDoS,TCP
3577319,udp,192.168.100.3,26308,205.251.194.201,53,3727,0.0,74,0.281482,2,0.281482,2,0.0,0.0,0.281482,0,Normal,Normal
79276,tcp,192.168.100.150,10678,192.168.100.3,80,77799,0.062175,27,0.041712,1,0.103887,27,0.040373,0.12112,0.166062,1,DoS,TCP
3577038,udp,192.168.100.46,3456,192.168.100.5,80,6,0.093033,3,3.560613,2,4.956452,3,18.047657,18.047657,4.999815,0,Normal,Normal
3576960,udp,192.168.100.149,57131,224.0.0.251,5353,14541,0.0,9,0.0,4,0.0,24,0.0,0.0,0.0,0,Normal,Normal
3577335,udp,192.168.100.3,40306,192.41.162.30,53,3765,0.0,74,0.169052,2,0.169052,4,0.0,0.0,0.169052,0,Normal,Normal
2858318,udp,192.168.100.150,52417,192.168.100.3,80,229701,0.345862,100,4.036282,4,4.382148,100,0.0,0.4636909999999999,4.728013,1,DDoS,UDP
668035,udp,192.168.100.150,6821,192.168.100.3,80,50758,1.782849,100,0.0,4,3.316059,100,0.0,0.3839869999999999,4.708243,1,DoS,UDP
3577162,tcp,192.168.100.5,49859,192.168.100.3,3306,33188,1.893185,3,0.2081329999999999,2,1.86859,7,0.602798,0.6259819999999999,4.517715,0,Normal,Normal
3576953,udp,192.168.100.4,45057,91.189.91.157,123,13060,0.0,3,0.2235489999999999,2,0.2235489999999999,1,0.0,0.0,0.2235489999999999,0,Normal,Normal
3577331,udp,192.168.100.3,5250,192.48.79.30,53,3744,0.0,74,0.1937819999999999,2,0.1937819999999999,1,0.0,0.0,0.1937819999999999,0,Normal,Normal
3577073,tcp,192.168.100.148,48740,52.201.147.106,443,5435,0.0,10,1.388327,6,1.388327,3,7.923205,8.643497,1.388327,0,Normal,Normal
3577156,udp,192.168.100.147,40191,8.8.8.8,53,31872,0.0,18,0.007486,2,0.007486,19,0.0,0.0,0.007486,0,Normal,Normal
3577121,arp,192.168.100.1,-1,192.168.100.3,-1,17793,0.0,3,2e-05,2,2e-05,7,0.0,0.0,2e-05,0,Normal,Normal
1684599,tcp,192.168.100.147,17275,192.168.100.3,80,33358,0.087002,29,0.0,1,0.087002,100,0.0,0.2066079999999999,0.174003,1,DDoS,TCP
3577002,arp,192.168.100.27,-1,192.168.100.1,-1,599,1.8e-05,4,6.1e-05,2,7.900000000000001e-05,12,0.009914,0.009914,9.6e-05,0,Normal,Normal
235886,tcp,192.168.100.150,47877,192.168.100.3,80,234409,0.0,91,0.240778,1,0.240778,91,0.0,4.153203,0.240778,1,DoS,TCP
2127072,tcp,192.168.100.147,63568,192.168.100.3,80,213678,1.723163,100,0.0,1,2.433014,100,0.0,0.3708579999999999,3.768979,1,DDoS,TCP
866595,udp,192.168.100.148,710,192.168.100.6,80,249318,1.630068,97,0.0,4,2.804793,97,0.0,0.271296,4.044274,1,DoS,UDP
1929373,tcp,192.168.100.150,16401,192.168.100.3,80,15976,2.207957,100,0.0,3,2.207957,100,0.0,0.136317,4.415913,1,DDoS,TCP
3577011,udp,192.168.100.3,52337,199.7.91.13,53,2290,0.0,23,0.0155629999999999,2,0.0155629999999999,2,0.0,0.0,0.0155629999999999,0,Normal,Normal
3577001,udp,192.168.100.27,68,192.168.100.1,67,903,0.0,4,0.003554,2,0.003554,12,0.0,0.0,0.003554,0,Normal,Normal
3577358,udp,192.168.100.3,63574,205.251.194.102,53,3809,0.0,74,0.292003,2,0.292003,2,0.0,0.0,0.292003,0,Normal,Normal
1440153,udp,192.168.100.148,48416,192.168.100.6,80,36410,1.7457900000000002,59,0.0,4,3.023587,59,0.0,0.247745,4.059179,1,DoS,UDP
3576942,tcp,192.168.100.3,58240,172.217.25.170,443,8735,0.13648,20,0.006026,6,0.103549,1,0.1052029999999999,0.116892,0.338744,0,Normal,Normal
2904760,udp,192.168.100.150,14613,192.168.100.3,80,13982,0.939223,100,2.043342,4,3.371603,100,0.0,0.4944439999999999,4.036352,1,DDoS,UDP
159890,tcp,192.168.100.149,35148,192.168.100.5,80,158413,0.0,100,0.0,3,0.0,100,0.0,0.111991,0.0,1,DoS,TCP
3577254,udp,192.168.100.149,58139,192.168.217.2,53,26978,0.0,9,0.0,4,0.0,20,0.0,0.399829,0.0,0,Normal,Normal
3577153,udp,192.168.100.149,54806,8.8.8.8,53,31738,0.0,14,0.007011,2,0.007011,19,0.0,0.0,0.007011,0,Normal,Normal
3576931,udp,192.168.100.3,5167,192.35.51.30,53,6750,0.0,20,0.164368,2,0.164368,1,0.0,0.0,0.164368,0,Normal,Normal
3577234,udp,192.168.100.149,33062,192.168.217.2,53,17478,0.0,9,0.0,4,0.0,20,0.0,0.399961,0.0,0,Normal,Normal
3577080,tcp,192.168.100.3,58256,172.217.25.170,443,5443,0.138228,23,0.00603,6,0.103319,2,0.087675,0.12859,0.341582,0,Normal,Normal
1621306,udp,192.168.100.147,15511,192.168.100.7,80,217564,1.572799,100,0.0,4,2.7240990000000003,100,0.0,0.29081,3.64448,1,DoS,UDP
2775345,udp,192.168.100.147,63600,192.168.100.3,80,146728,0.733431,100,3.004407,4,3.937899,100,0.0,0.868376,4.796214,1,DDoS,UDP
2401838,tcp,192.168.100.147,35393,192.168.100.3,80,226298,1.437956,78,0.0,3,2.033575,100,0.0,0.3314539999999999,3.05286,1,DDoS,TCP
3577148,udp,192.168.100.147,44499,8.8.8.8,53,30657,0.0,18,0.007337,2,0.007337,19,0.0,0.0,0.007337,0,Normal,Normal
3577328,udp,192.168.100.3,16569,205.251.196.32,53,3736,0.0,74,0.009461,2,0.009461,2,0.0,0.0,0.009461,0,Normal,Normal
